Unique ID,Vulnerabilities
500,"CVE-2024-24795, CVE-2013-4365, CVE-2022-28330, CVE-2021-32791, CVE-2021-32792, CVE-2024-38476, CVE-2024-27316, CVE-2023-31122, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2009-0796, CVE-2024-0727, CVE-2021-36160, CVE-2020-1927, CVE-2023-0286, CVE-2023-3817, CVE-2021-32786, CVE-2021-32785, CVE-2020-9490, CVE-2007-4723, CVE-2021-44790, CVE-2020-13938, CVE-2019-9517, CVE-2023-0215, CVE-2020-35452, CVE-2022-22719, CVE-2020-1934, CVE-2022-36760, CVE-2022-4304, CVE-2023-2650, CVE-2019-0217, CVE-2019-0197, CVE-2019-0215, CVE-2019-0190, CVE-2021-33193, CVE-2019-0211, CVE-2019-17567, CVE-2022-31813, CVE-2012-4360, CVE-2023-4807, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2009-3767, CVE-2022-30556, CVE-2021-39275, CVE-2018-17189, CVE-2023-38709, CVE-2022-29404, CVE-2022-22720, CVE-2020-11993, CVE-2019-10092, CVE-2022-2068, CVE-2009-3766, CVE-2021-44224, CVE-2009-3765, CVE-2022-22721, CVE-2006-20001, CVE-2021-3711, CVE-2021-3712, CVE-2023-0464, CVE-2023-0465, CVE-2023-0466, CVE-2019-10098, CVE-2019-10097, CVE-2021-40438, CVE-2011-1176, CVE-2019-0196, CVE-2022-23943, CVE-2018-17199, CVE-2021-34798, CVE-2023-25690, CVE-2020-11984, CVE-2021-4160, CVE-2024-38477, CVE-2022-26377, CVE-2019-10081, CVE-2019-10082, CVE-2024-40898, CVE-2024-38474, CVE-2022-0778, CVE-2022-2097, CVE-2023-27522, CVE-2009-1390, CVE-2012-3526, CVE-2023-5678, CVE-2009-2299, CVE-2022-1292, CVE-2012-4001, CVE-2022-37436, CVE-2022-4450, CVE-2013-2765, CVE-2011-2688, CVE-2013-0941, CVE-2013-0942, CVE-2023-45802, CVE-2022-28615, CVE-2022-28614"
501,"CVE-2016-20012, CVE-2021-36368, CVE-2025-26465, CVE-2025-32728, CVE-2020-14145, CVE-2023-51767, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2008-3844, CVE-2023-51385, CVE-2021-41617, CVE-2021-28041"
502,"CVE-2014-0117, CVE-2017-7679, CVE-2017-9798, CVE-2015-3185, CVE-2015-3184, CVE-2015-3183, CVE-2013-4365, CVE-2022-28330, CVE-2024-3566, CVE-2021-32791, CVE-2021-32792, CVE-2023-31122, CVE-2024-38476, CVE-2024-38477, CVE-2024-38474, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2009-0796, CVE-2014-0118, CVE-2022-31813, CVE-2020-1927, CVE-2011-2688, CVE-2017-3167, CVE-2023-38709, CVE-2021-32786, CVE-2021-32785, CVE-2007-4723, CVE-2021-44790, CVE-2016-4975, CVE-2020-13938, CVE-2020-35452, CVE-2022-22719, CVE-2020-1934, CVE-2021-34798, CVE-2019-0217, CVE-2024-24795, CVE-2014-3523, CVE-2013-5704, CVE-2019-17567, CVE-2013-6438, CVE-2013-2220, CVE-2012-4360, CVE-2014-0231, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2022-30556, CVE-2021-39275, CVE-2014-3581, CVE-2016-0736, CVE-2022-29404, CVE-2018-1312, CVE-2006-20001, CVE-2007-3205, CVE-2019-10092, CVE-2014-0226, CVE-2022-22721, CVE-2022-22720, CVE-2017-15710, CVE-2017-15715, CVE-2019-10098, CVE-2016-5387, CVE-2021-40438, CVE-2011-1176, CVE-2022-23943, CVE-2018-17199, CVE-2018-1301, CVE-2018-1302, CVE-2018-1303, CVE-2022-36760, CVE-2023-25690, CVE-2020-11985, CVE-2013-4352, CVE-2022-26377, CVE-2014-0098, CVE-2016-8743, CVE-2024-40898, CVE-2024-25117, CVE-2012-3526, CVE-2024-5458, CVE-2016-8612, CVE-2009-2299, CVE-2012-4001, CVE-2022-4900, CVE-2022-37436, CVE-2017-9788, CVE-2014-8109, CVE-2013-2765, CVE-2016-2161, CVE-2015-0228, CVE-2013-0941, CVE-2013-0942, CVE-2018-1283, CVE-2022-28615, CVE-2022-28614"
503,"CVE-2023-51385, CVE-2016-20012, CVE-2021-36368, CVE-2025-26465, CVE-2025-32728, CVE-2020-14145, CVE-2023-51767, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2008-3844, CVE-2019-16905, CVE-2021-41617"
504,"CVE-2023-51385, CVE-2016-20012, CVE-2018-15919, CVE-2017-15906, CVE-2021-36368, CVE-2025-26465, CVE-2023-51767, CVE-2018-20685, CVE-2018-15473, CVE-2020-14145, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2008-3844, CVE-2019-6111, CVE-2019-6110, CVE-2021-41617, CVE-2025-32728, CVE-2019-6109"
505,"CVE-2023-51385, CVE-2016-20012, CVE-2018-15919, CVE-2017-15906, CVE-2021-36368, CVE-2025-26465, CVE-2023-51767, CVE-2018-20685, CVE-2018-15473, CVE-2020-14145, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2008-3844, CVE-2019-6111, CVE-2019-6110, CVE-2021-41617, CVE-2025-32728, CVE-2019-6109"
506,"CVE-2024-38475, CVE-2023-25690, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2012-3526, CVE-2024-38476, CVE-2024-27316, CVE-2023-31122, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2022-28330, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2011-1176, CVE-2022-28614, CVE-2022-23943, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2007-4723, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2022-26377, CVE-2023-45802, CVE-2022-30556, CVE-2009-2299, CVE-2024-40898, CVE-2022-28615, CVE-2024-38474, CVE-2022-22719"
507,"CVE-2022-31628, CVE-2020-7070, CVE-2020-7068, CVE-2020-7069, CVE-2022-31629, CVE-2022-37454, CVE-2024-25117, CVE-2017-8923, CVE-2019-11048, CVE-2013-2220, CVE-2022-4900, CVE-2007-3205, CVE-2024-3566"
508,"CVE-2022-31628, CVE-2020-7070, CVE-2020-7068, CVE-2020-7069, CVE-2022-31629, CVE-2022-37454, CVE-2024-25117, CVE-2017-8923, CVE-2019-11048, CVE-2013-2220, CVE-2022-4900, CVE-2007-3205, CVE-2024-3566"
509,"CVE-2023-51385, CVE-2016-20012, CVE-2018-15919, CVE-2017-15906, CVE-2021-36368, CVE-2025-26465, CVE-2023-51767, CVE-2018-20685, CVE-2018-15473, CVE-2020-14145, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2008-3844, CVE-2019-6111, CVE-2019-6110, CVE-2021-41617, CVE-2025-32728, CVE-2019-6109"
510,"CVE-2024-38475, CVE-2022-0778, CVE-2023-2650, CVE-2023-38709, CVE-2019-0190, CVE-2022-2097, CVE-2022-4304, CVE-2009-1390, CVE-2009-3765, CVE-2012-3526, CVE-2009-0796, CVE-2023-5678, CVE-2013-4365, CVE-2022-2068, CVE-2009-3766, CVE-2022-1292, CVE-2024-38474, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2021-3711, CVE-2024-0727, CVE-2024-38477, CVE-2021-3712, CVE-2023-0464, CVE-2023-0465, CVE-2023-0466, CVE-2012-4001, CVE-2012-4360, CVE-2011-1176, CVE-2024-40898, CVE-2022-4450, CVE-2023-0286, CVE-2023-3817, CVE-2023-4807, CVE-2023-43622, CVE-2013-2765, CVE-2011-2688, CVE-2009-3767, CVE-2007-4723, CVE-2013-0941, CVE-2013-0942, CVE-2021-4160, CVE-2024-36387, CVE-2024-39573, CVE-2023-45802, CVE-2024-38476, CVE-2023-0215, CVE-2024-27316, CVE-2009-2299, CVE-2023-31122"
511,"CVE-2024-38475, CVE-2023-25690, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2012-3526, CVE-2024-38476, CVE-2024-27316, CVE-2023-31122, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2022-28330, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2011-1176, CVE-2022-28614, CVE-2022-23943, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2007-4723, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2022-26377, CVE-2023-45802, CVE-2022-30556, CVE-2009-2299, CVE-2024-40898, CVE-2022-28615, CVE-2024-38474, CVE-2022-22719"
512,"CVE-2024-38475, CVE-2023-25690, CVE-2023-38709, CVE-2022-29404, CVE-2023-27522, CVE-2013-4365, CVE-2006-20001, CVE-2012-3526, CVE-2024-38476, CVE-2024-27316, CVE-2023-31122, CVE-2024-24795, CVE-2024-38472, CVE-2024-38473, CVE-2022-22721, CVE-2022-22720, CVE-2009-0796, CVE-2022-28330, CVE-2022-31813, CVE-2012-4001, CVE-2022-37436, CVE-2012-4360, CVE-2011-1176, CVE-2022-28614, CVE-2022-23943, CVE-2011-2688, CVE-2022-36760, CVE-2013-2765, CVE-2007-4723, CVE-2013-0941, CVE-2013-0942, CVE-2024-38477, CVE-2024-39573, CVE-2022-26377, CVE-2023-45802, CVE-2022-30556, CVE-2009-2299, CVE-2024-40898, CVE-2022-28615, CVE-2024-38474, CVE-2022-22719"
513,"CVE-2022-31628, CVE-2020-7070, CVE-2020-7068, CVE-2020-7069, CVE-2022-31629, CVE-2022-37454, CVE-2024-25117, CVE-2017-8923, CVE-2019-11048, CVE-2013-2220, CVE-2022-4900, CVE-2007-3205, CVE-2024-3566"
514,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
515,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
516,"CVE-2008-3844, CVE-2019-16905, CVE-2016-20012, CVE-2021-36368, CVE-2025-26465, CVE-2020-14145, CVE-2023-51767, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2025-32728, CVE-2023-51385, CVE-2021-41617"
517,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
518,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
519,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
520,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
521,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
522,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
523,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
524,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
525,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
526,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
527,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
528,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
529,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
530,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
531,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
532,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
533,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
534,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
535,"CVE-2022-45315, CVE-2018-5951, CVE-2021-3014, CVE-2024-54772, CVE-2022-45313"
536,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
537,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
538,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
539,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
540,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
541,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
542,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
543,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
544,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
545,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
546,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
547,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
548,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
549,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
550,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
551,"CVE-2013-2220, CVE-2024-5458, CVE-2007-3205, CVE-2024-3566"
552,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
553,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
554,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
555,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
556,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
557,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
558,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
559,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
560,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
561,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
562,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
563,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
564,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
565,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
566,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
567,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
568,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
569,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
570,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
571,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
572,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
573,"CVE-2013-0941, CVE-2013-0942, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2012-3526, CVE-2013-2765, CVE-2013-4365, CVE-2007-4723, CVE-2012-4360"
574,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
575,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
576,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
577,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
578,"CVE-2013-2220, CVE-2024-5458, CVE-2007-3205, CVE-2024-3566"
579,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
580,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
581,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
582,"CVE-2013-2220, CVE-2024-5458, CVE-2007-3205, CVE-2024-3566"
583,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
584,"CVE-2013-0941, CVE-2013-0942, CVE-2024-3566, CVE-2013-2765, CVE-2009-2299, CVE-2012-4001, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-3205, CVE-2012-3526, CVE-2013-2220, CVE-2013-4365, CVE-2012-4360, CVE-2007-4723, CVE-2024-5458"
